paper_id,paper_title,paper_link,year,list_of_staff,number_of_staff,staff_name1,staff_dept1,staff_title1,staff_name2,staff_dept2,staff_title2,staff_name3,staff_dept3,staff_title3
1190,Weakly supervised temporal action localization through learning explicit subspaces for action and context,https://ojs.aaai.org/index.php/AAAI/article/download/16323/16130,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1191,Acsnet: Action-context separation network for weakly supervised temporal action localization,https://ojs.aaai.org/index.php/AAAI/article/view/16322/16129,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1192,Action coherence network for weakly-supervised temporal action localization,https://www.researchgate.net/profile/Yuanhao-Zhai/publication/335538478_Action_Coherence_Network_for_Weakly_Supervised_Temporal_Action_Localization/links/5f94cf6492851c14bce55cb4/Action-Coherence-Network-for-Weakly-Supervised-Temporal-Action-Localization.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1193,Meta Pairwise Relationship Distillation for Unsupervised Person Re-Identification,http://openaccess.thecvf.com/content/ICCV2021/papers/Ji_Meta_Pairwise_Relationship_Distillation_for_Unsupervised_Person_Re-Identification_ICCV_2021_paper.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1194,Modulated Graph Convolutional Network for 3D Human Pose Estimation,https://openaccess.thecvf.com/content/ICCV2021/papers/Zou_Modulated_Graph_Convolutional_Network_for_3D_Human_Pose_Estimation_ICCV_2021_paper.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1195,Unlimited Neighborhood Interaction for Heterogeneous Trajectory Prediction,http://openaccess.thecvf.com/content/ICCV2021/papers/Zheng_Unlimited_Neighborhood_Interaction_for_Heterogeneous_Trajectory_Prediction_ICCV_2021_paper.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1196,Enriching Local and Global Contexts for Temporal Action Localization,http://openaccess.thecvf.com/content/ICCV2021/papers/Zhu_Enriching_Local_and_Global_Contexts_for_Temporal_Action_Localization_ICCV_2021_paper.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1197,Exploit Visual Dependency Relations for Semantic Segmentation,https://openaccess.thecvf.com/content/CVPR2021/papers/Liu_Exploit_Visual_Dependency_Relations_for_Semantic_Segmentation_CVPR_2021_paper.pdf,2021,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1198,A comprehensive study of weight sharing in graph networks for 3d human pose estimation,https://www.evl.uic.edu/documents/eccv20_wtang.pdf,2020,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1199,Two-stream consensus network for weakly-supervised temporal action localization,https://arxiv.org/pdf/2010.11594,2020,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1200,Learning Global Pose Features in Graph Convolutional Networks for 3D Human Pose Estimation,https://openaccess.thecvf.com/content/ACCV2020/papers/Liu_Learning_Global_Pose_Features_in_Graph_Convolutional_Networks_for_3D_ACCV_2020_paper.pdf,2020,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1201,Addressing Class Imbalance in Scene Graph Parsing by Learning to Contrast and Score,http://openaccess.thecvf.com/content/ACCV2020/papers/Huang_Addressing_Class_Imbalance_in_Scene_Graph_Parsing_by_Learning_to_ACCV_2020_paper.pdf,2020,"['Tang, Wei', 'Yu, Philip S.']",2,"Tang, Wei",Department of Computer Science,Assistant Professor,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,
1202,High-order Graph Convolutional Networks for 3D Human Pose Estimation,https://www.bmva-archive.org.uk/bmvc/2020/assets/papers/0550.pdf,2020,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1203,Loss Functions for Person Image Generation,https://www.bmva-archive.org.uk/bmvc/2020/assets/papers/0406.pdf,2020,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1204,Does learning specific features for related parts help human pose estimation?,http://openaccess.thecvf.com/content_CVPR_2019/papers/Tang_Does_Learning_Specific_Features_for_Related_Parts_Help_Human_Pose_CVPR_2019_paper.pdf,2019,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1205,Deeply learned compositional models for human pose estimation,https://openaccess.thecvf.com/content_ECCV_2018/papers/Wei_Tang_Deeply_Learned_Compositional_ECCV_2018_paper.pdf,2018,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1206,Efficient online local metric adaptation via negative samples for person re-identification,https://openaccess.thecvf.com/content_ICCV_2017/papers/Zhou_Efficient_Online_Local_ICCV_2017_paper.pdf,2017,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1207,Towards a unified compositional model for visual pattern modeling,https://openaccess.thecvf.com/content_ICCV_2017/papers/Tang_Towards_a_Unified_ICCV_2017_paper.pdf,2017,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1208,"Collaborative sparse unmixing of hyperspectral data using L2, P norm",https://levir.buaa.edu.cn/publications/L2p-IGARSS0519.pdf,2016,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1209,Robust hyperspectral image target detection using an inequality constraint,https://levir.buaa.edu.cn/publications/ShuoYang_Robust_TRANS.pdf,2014,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1210,Sparse unmixing of hyperspectral data using spectral a priori information,http://levir.buaa.edu.cn/publications/TGRS-SUnSPI-2014.pdf,2014,"['Tang, Wei']",1,"Tang, Wei",Department of Computer Science,Assistant Professor,,,,,,
1211,Timing side-channel mitigation via automated program repair,https://abhikrc.com/pdf/TOSEM24_Pendulum.pdf,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1212,Data Science in a Mathematics Classroom: Lessons on AI Fairness,https://par.nsf.gov/servlets/purl/10568543,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1213,Neufair: Neural network fairness repair with dropout,https://arxiv.org/pdf/2407.04268,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1214,How to Best Retrain a Neural Network if We Added One More Input Variable,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2814&context=cs_techrep,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1215,How to Make Machine Learning Financial Recommendations More Fair: Theoretical Explanation of Empirical Results,https://www.cs.utep.edu/vladik/2023/tr23-57.pdf,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1216,Linear Regression Under Partial Information,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2825&context=cs_techrep,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1217,Predicting Fairness of ML Software Configurations,https://dl.acm.org/doi/pdf/10.1145/3663533.3664040,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1218,Causal graph fuzzing for fair ML sofware development,https://dl.acm.org/doi/pdf/10.1145/3639478.3643530,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1219,Worst-case convergence time of ml algorithms via extreme value theory,https://dl.acm.org/doi/pdf/10.1145/3644815.3644989,2024,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1220,How to Gauge Inequality and Fairness: A Complete Description of All Decomposable Versions of Theil Index,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2855&context=cs_techrep,,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1221,Fast–Asymptotically Optimal–Methods for Determining the Optimal Number of Features,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2793&context=cs_techrep,2023,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1222,Over-Measurement Paradox: Suspension of Thermonuclear Research Center and Need to Update Standards,https://arxiv.org/pdf/2305.08041,2023,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1223,How to Detect (and Analyze) Independent Subsystems of a Black-Box (or Grey-Box) System,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2698&context=cs_techrep,2023,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1224,What Is a Natural Probability Distribution on the Class of All Continuous Functions: Maximum Entropy Approach Leads to Wiener Measure,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2630&context=cs_techrep,2023,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1225,Information-theoretic testing and debugging of fairness defects in deep neural networks,https://arxiv.org/pdf/2304.04199,2023,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1226,Why Unit Two-Variable-Per-Inequality (UTVPI) Constraints Are So Efficient to Handle: Intuitive Explanation,https://scholarworks.utep.edu/cgi/viewcontent.cgi?article=2817&context=cs_techrep,,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1227,Detecting unseen anomalies in network systems by leveraging neural networks,https://ieeexplore.ieee.org/ielaam/4275028/10274602/9944024-aam.pdf,2022,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1228,Fairness-aware configuration of machine learning libraries,https://arxiv.org/pdf/2202.06196,2022,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1229,Quantitative estimation of side-channel leaks with neural networks,https://drive.google.com/file/d/16LSZc9cYadLp1uR8qEmW72M8MWLz6WPj/view,2021,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1230,Detecting and understanding real-world differential performance bugs in machine learning libraries,https://arxiv.org/pdf/2006.01991,2020,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1231,Efficient detection and quantification of timing leaks with neural networks,https://arxiv.org/pdf/1907.10159,2019,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1232,Quantitative mitigation of timing side channels,https://link.springer.com/content/pdf/10.1007/978-3-030-25540-4_8.pdf,2019,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1233,Differential performance debugging with discriminant regression trees,https://ojs.aaai.org/index.php/AAAI/article/download/11875/11734,2018,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1234,Discriminating traces with time,https://arxiv.org/pdf/1702.07103,2017,"['Tizpaz-Niari, Saeid']",1,"Tizpaz-Niari, Saeid",Department of Computer Science,Assistant Professor,,,,,,
1235,TCP is harmful to in-network computing: designing a message transport protocol (MTP),https://dl.acm.org/doi/pdf/10.1145/3484266.3487382,2021,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1236,Nimble,https://drive.google.com/file/u/0/d/1dCn8A8-51LIhNYO92xbTE-UWbcZ4QYLL/view,2021,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1237,Nimble: Scalable tcp-friendly programmable in-network rate-limiting,https://dl.acm.org/doi/pdf/10.1145/3482898.3483361,2021,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1238,Tuple space assisted packet classification with high performance on both search and update,https://www.cs.uic.edu/~balajee/papers/tss.pdf,2020,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1239,Managing background traffic in cellular networks,https://www.cs.uic.edu/~balajee/papers/sneaker-lanman.pdf,2019,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1240,Icon: Incast congestion control using packet pacing in datacenter networks,https://par.nsf.gov/servlets/purl/10098677,2019,"['Vamanan, Balajee']",1,"Vamanan, Balajee",Department of Computer Science,Associate Professor,,,,,,
1241,Dapper: A lightweight and extensible framework for live program state rewriting,https://par.nsf.gov/servlets/purl/10547986,2024,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1242,Dynacut: A framework for dynamic and adaptive program customization,https://par.nsf.gov/servlets/purl/10547988,2023,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1243,Understanding the security of linux ebpf subsystem,https://dl.acm.org/doi/pdf/10.1145/3609510.3609822,2023,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1244,Rave: A modular and extensible framework for program state re-randomization,https://dl.acm.org/doi/pdf/10.1145/3560828.3564008,2022,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1245,"Transparent, Cross-ISA Enclave Offloading",https://ssrg.ece.vt.edu/papers/systex22.pdf,2022,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1246,Dynamic and secure memory transformation in userspace,https://ssrg.ece.vt.edu/papers/esorics20.pdf,2020,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1247,Secure and efficient in-process monitor (and library) protection with Intel MPK,https://www.ssrg.ece.vt.edu/papers/eurosec20.pdf,2020,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1248,A framework for software diversification with {ISA} heterogeneity,https://www.usenix.org/system/files/raid20-wang-xiaoguang.pdf,2020,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1249,A Framework to Secure Applications with ISA Heterogeneity,https://www.ssrg.ece.vt.edu/papers/sfma2019-hetersec.pdf,2019,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1250,SecretSafe: a lightweight approach against Heap Buffer Over-Read Attack,https://www.researchgate.net/profile/Xiaoguang-Wang-3/publication/319633329_SecretSafe_A_Lightweight_Approach_against_Heap_Buffer_Over-Read_Attack/links/5c804bdc299bf1268d4052a3/SecretSafe-A-Lightweight-Approach-against-Heap-Buffer-Over-Read-Attack.pdf,2017,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1251,Secure the commodity applications against address exposure attacks,https://www.researchgate.net/profile/Xiaoguang-Wang-3/publication/319475938_Secure_the_commodity_applications_against_address_exposure_attacks/links/5c804c3a92851c69505c69e3/Secure-the-commodity-applications-against-address-exposure-attacks.pdf,2017,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1252,"Design and implementation of SecPod, a framework for virtualization-based security systems",https://drive.google.com/file/u/0/d/15rmbUf3rgHCJa8bJHWI9fk-lkF2bSgxw/view,2017,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1253,Enhancing Data Secrecy with Segmentation Based Isolation,https://drive.google.com/file/u/0/d/17yj3dBoEAssI3WtS7Oh-M5RWYDgnTVm1/view,2016,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1254,Appsec: A safe execution environment for security sensitive applications,https://drive.google.com/file/u/0/d/1TPZDPpH0QF0kdjkQxaUTLWWsU6xdXLFl/view,2015,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1255,{SecPod}: a Framework for Virtualization-based Security Systems,https://www.usenix.org/system/files/conference/atc15/atc15-paper-wang-xiaoguang.pdf,2015,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1256,Armlock: Hardware-based fault isolation for arm,https://www.researchgate.net/profile/Yue-Chen-31/publication/286531581_ARMlock_Hardware-based_fault_isolation_for_ARM/links/56b38bf808ae636a540d16f9/ARMlock-Hardware-based-fault-isolation-for-ARM.pdf,2014,"['Wang, Xiaoguang']",1,"Wang, Xiaoguang",Department of Computer Science,Assistant Professor,,,,,,
1257,Geographic-region monitoring by drones in adversarial environments,https://dl.acm.org/doi/full/10.1145/3611009,2023,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1258,Optimum versus Nash-equilibrium in taxi ridesharing,http://cake.fiu.edu/Publications/Foti+al-19-OV.Optimum_Versus_Nash-equilibrium_in_Taxi_Ridesharing.Springer.downloaded.pdf,2021,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1259,Future Transportation—An Open Access Journal,https://www.mdpi.com/2673-7590/1/1/1,2021,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1260,Connectome signatures of hyperexcitation in cognitively intact middle-aged female APOE-ε4 carriers,https://pmc.ncbi.nlm.nih.gov/articles/PMC7609923/,2020,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1261,MY-AIR: A Personalized Air-quality Information Service,https://www.cs.uic.edu/~wolfson/other_ps/smds%20myair%20final.pdf,2020,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1262,"Smart Technologies and Cities, Specialty Grand Challenge",https://www.frontiersin.org/journals/sustainable-cities/articles/10.3389/frsc.2020.00022/pdf,2020,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1263,Grand challenges for the spatial information community,http://josis.net/index.php/josis/article/download/117/117,2020,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1264,Moving objects with transportation modes: a survey,https://jcst.ict.ac.cn/en/article/pdf/preview/10.1007/s11390-019-1938-4.pdf,2019,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1265,Thought Chart: tracking the thought with manifold learning during emotion regulation,https://link.springer.com/content/pdf/10.1186/s40708-018-0085-y.pdf,2018,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1266,Understanding the human brain via its spatio-temporal properties (vision paper),https://dl.acm.org/doi/pdf/10.1145/3274895.3274931,2018,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1267,Probabilistic spatio-temporal resource search,https://www.cs.uic.edu/~wolfson/other_ps/geoinformatica2017.pdf,2018,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1268,The nash equilibrium among taxi ridesharing partners,https://dl.acm.org/doi/pdf/10.1145/3139958.3140028,2017,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1269,The significance of negative correlations in brain connectivity,https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/cne.24274,2017,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1270,Fairness versus optimality in ridesharing,https://www.academia.edu/download/82005609/Fairnessmdm2017.pdf,2017,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1271,A Traffic Analysis Perspective on Communication in the Brain,https://www.cs.uic.edu/~wolfson/other_ps/Brainmdm2017.pdf,2017,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1272,A Peer-to-Peer Marketplace for Agent-Resource Matching and Truthfulness in Transportation Services,http://cake.fiu.edu/Publications/Lin+al-17-AP.A_Peer-to-Peer_Marketplace_for_Agent_Resource_Matching_and_Truthfulness_in_Transportation_Services_downloaded.pdf,2017,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1273,Autonomous car and ride sharing: flexible road trains: (vision paper),https://dl.acm.org/doi/pdf/10.1145/2996913.2996947,2016,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1274,The Informed Railroad Traveler (smartphone application) real-time street parking availability estimation.,https://rosap.ntl.bts.gov/view/dot/31790/dot_31790_DS1.pdf,2016,"['Wolfson, Ouri', 'Yu, Philip S.']",2,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,
1275,Finding Geospatial Resources Using Uncertain Data,https://www.cs.uic.edu/~wolfson/other_ps/mdm_resourcesearch_16.pdf,2016,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1276,A Model of Multimodal Ridesharing and Its Analysis,http://cake.fiu.edu/Publications/Lin+al-16-AM.A_Model_of_Multimodal_Ridesharing_and_its_Analysis_camera-ready.pdf,2016,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1277,Collaborative Sensing for Urban Transportation.,https://www.cs.uic.edu/~wolfson/other_ps/debull14.pdf,2014,"['Wolfson, Ouri']",1,"Wolfson, Ouri",Department of Computer Science,Richard and Loan Hill Professor,,,,,,
1278,Chq-socioemo: Identifying social and emotional support needs in consumer-health questions,https://www.nature.com/articles/s41597-023-02203-1,2023,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1279,Towards enhancing emotion recognition via multimodal framework,https://drive.google.com/file/d/1Jr2y4-nnUVQjMq9pYoA4WkJZPtiTsJ5f/view,2023,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1280,Network based identification of Potential Key Genes associated with Alzheimer’s disease and Type 2 Diabetes using mTOR signalling,https://www.researchgate.net/profile/Puniti-Mathur/publication/357703288_Reconstruction_and_Exploratory_Analysis_of_mTORC1_Signaling_Pathway_and_Its_Applications_to_Various_Diseases_Using_Network-Based_Approach/links/6549ba07ce88b87031ce4de7/Reconstruction-and-Exploratory-Analysis-of-mTORC1-Signaling-Pathway-and-Its-Applications-to-Various-Diseases-Using-Network-Based-Approach.pdf,2022,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1281,Question-aware transformer models for consumer health question summarization,https://www.sciencedirect.com/science/article/pii/S1532046422000569,2022,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1282,"“When they say weed causes depression, but it’s your fav antidepressant”: knowledge-aware attention framework for relationship extraction",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0248299,2021,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1283,Assessing the severity of health states based on social media posts,https://arxiv.org/pdf/2009.09600,2021,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1284,Knowledge-infused deep learning,https://dl.acm.org/doi/pdf/10.1145/3372923.3404862,2020,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1285,Hypertext 2020 Tutorial: Knowledge-infused Deep Learning,https://www.academia.edu/download/93384078/3372923.pdf,,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1286,Information theoretic-PSO-based feature selection: an application in biomedical entity extraction,https://www.iitp.ac.in/~sriparna/papers/pso-feature.pdf,2019,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1287,"Global trends, local harms: availability of fentanyl-type drugs on the dark web and accidental overdoses in Ohio",https://pmc.ncbi.nlm.nih.gov/articles/PMC7311101/,2019,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1288,Maintenance of rhodopsin levels in Drosophila photoreceptor and phototransduction requires protein Kinase D,https://www.tandfonline.com/doi/pdf/10.1080/19336934.2019.1565256,2018,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1289,RDGBα localization and function at membrane contact sites is regulated by FFAT–VAP interactions,https://pmc.ncbi.nlm.nih.gov/articles/PMC5818063/,2018,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1290,Phospholipase D activity couples plasma membrane endocytosis with retromer dependent recycling,https://elifesciences.org/articles/18515,2016,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1291,The Drosophila photoreceptor as a model system for studying signalling at membrane contact sites,https://discovery.ucl.ac.uk/id/eprint/1482952/1/Cockcroft_Yadav%20et.al_2015_v6.0.pdf,2016,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1292,"RdgBα reciprocally transfers PA and PI at ER–PM contact sites to maintain PI (4, 5) P 2 homoeostasis during phospholipase C signalling in Drosophila photoreceptors",https://discovery.ucl.ac.uk/id/eprint/1473392/1/biochem%20Soc%20trans%202015%20Review%20v13%20with%20Fig.pdf,2016,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1293,"A dPIP5K dependent pool of phosphatidylinositol 4, 5 bisphosphate (PIP2) is required for G-protein coupled signal transduction in Drosophila photoreceptors",https://journals.plos.org/plosgenetics/article/file?id=10.1371/journal.pgen.1004948&type=printable,2015,"['Yadav, Shweta']",1,"Yadav, Shweta",Computer Science,Assistant Professor,,,,,,
1294,Robin3D: Improving 3D Large Language Model via Robust Instruction Tuning,https://openaccess.thecvf.com/content/ICCV2025/papers/Kang_Robin3D_Improving_3D_Large_Language_Model_via_Robust_Instruction_Tuning_ICCV_2025_paper.pdf,2025,"['Yan, Yan']",1,"Yan, Yan",Department of Computer Science,Associate Professor,,,,,,
1295,"A browser-based platform for storage, visualization, and analysis of large-scale 3D images in HPC environments",https://www.biorxiv.org/content/10.1101/2024.10.04.616591.full,2024,"['Yan, Yan']",1,"Yan, Yan",Department of Computer Science,Associate Professor,,,,,,
1296,SegVG: Transferring Object Bounding Box to Segmentation for Visual Grounding,https://arxiv.org/pdf/2407.03200,2024,"['Yan, Yan']",1,"Yan, Yan",Department of Computer Science,Associate Professor,,,,,,
